plate_num,temperature_deg_c,time_h,scale_mol,stirring_shaking,concentration_mol_l,startingmat_1_name,startingmat_1_eq,startingmat_2_name,startingmat_2_eq,reagent_1_cas,reagent_1_name,reagent_1_smiles,reagent_1_eq,reagent_2_cas,reagent_2_name,reagent_2_smiles,reagent_2_eq,catalyst_cas,catalyst_name,catalyst_smiles,catalyst_eq,ligand_cas,ligand_name,ligand_eq,solvent_1_cas,solvent_1_name,solvent_1_smiles,solvent_1_fraction,product_1_area,selectivity_area
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,127-08-02,KOAc,CC(=O)[O-].[K+],1.2,6674-22-2,DBU,C1CCC2=NCCCN2CC1,1.2,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,149245-03-4,(rac)-QUINAP,0.04,123-92-2,isoamyl acetate,CC(C)CCOC(=O)C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,19455-23-3 ,KOPivalate,CC(C)(C)C(=O)[O-].[K+],2.4,,none,,,3375-31-3,[Pd(OAc)2],CC(=O)[O-].CC(=O)[O-].[Pd+2],0.02,175136-62-6,"P(3,5-CF3-Ph)3",0.04,123-92-2,isoamyl acetate,CC(C)CCOC(=O)C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,19455-23-3 ,KOPivalate,CC(C)(C)C(=O)[O-].[K+],2.4,,none,,,51364-51-3,[Pd2(dba)3],C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.02,224311-49-3,tBuDavePhos,0.04,123-92-2,isoamyl acetate,CC(C)CCOC(=O)C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,19455-23-3 ,KOPivalate,CC(C)(C)C(=O)[O-].[K+],2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,564483-18-7,X-PHOS,0.04,123-92-2,isoamyl acetate,CC(C)CCOC(=O)C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,19455-23-3 ,KOPivalate,CC(C)(C)C(=O)[O-].[K+],1.2,6674-22-2,DBU,C1CCC2=NCCCN2CC1,1.2,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,224311-51-7,JohnPhos,0.04,123-92-2,isoamyl acetate,CC(C)CCOC(=O)C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,19455-23-3 ,KOPivalate,CC(C)(C)C(=O)[O-].[K+],1.2,6674-22-2,DBU,C1CCC2=NCCCN2CC1,1.2,51364-51-3,[Pd2(dba)3],C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.02,,Me-DalPhos,0.04,123-92-2,isoamyl acetate,CC(C)CCOC(=O)C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,127-09-3,NaOAc,CC(=O)[O-].[Na+],2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,1308652-66-5,Et-PhenCar-Phos,0.04,123-92-2,isoamyl acetate,CC(C)CCOC(=O)C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,1.2,6674-22-2,DBU,C1CCC2=NCCCN2CC1,1.2,51364-51-3,[Pd2(dba)3],C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.02,331465-71-5,Triisobutylphosphatrane,0.04,110-19-0,isobutyl acetate,CC(C)COC(=O)C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,127-08-02,KOAC,CC(=O)[O-].[K+],2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,603-35-0,PPh3,0.04,110-19-0,isobutyl acetate,CC(C)COC(=O)C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,127-08-02,KOAc,CC(=O)[O-].[K+],1.2,6674-22-2,DBU,C1CCC2=NCCCN2CC1,1.2,51364-51-3,[Pd2(dba)3],C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.02,331465-71-5,Triisobutylphosphatrane,0.04,110-19-0,isobutyl acetate,CC(C)COC(=O)C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,80-70-6,Tetramethylguanidine,CN(C)C(=N)N(C)C,2.4,,none,,,3375-31-3,[Pd(OAc)2],CC(=O)[O-].CC(=O)[O-].[Pd+2],0.02,819867-24-8,PhSPhos,0.04,110-19-0,isobutyl acetate,CC(C)COC(=O)C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7087-68-5,diisopropylethyl amine,CCN(C(C)C)C(C)C,2.4,,none,,,51364-51-3,[Pd2(dba)3],C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.02,1246888-90-3,(rac)-BI-DIME,0.04,108-67-8,mesitylene,CC1=CC(=CC(=C1)C)C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,1.2,6674-22-2,DBU,C1CCC2=NCCCN2CC1,1.2,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,947402-60-0,NPCy2-Andolephos,0.04,108-67-8,mesitylene,CC1=CC(=CC(=C1)C)C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,1.2,127-08-02,KOAc,CC(=O)[O-].[K+],1.2,3375-31-3,[Pd(OAc)2],CC(=O)[O-].CC(=O)[O-].[Pd+2],0.02,1185899-00-6,p-DavePhos,0.04,108-67-8,mesitylene,CC1=CC(=CC(=C1)C)C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,3375-31-3,[Pd(OAc)2],CC(=O)[O-].CC(=O)[O-].[Pd+2],0.02,1160861-59-5,AdBrettPhos,0.04,109-60-4,n-propyl acetate,CCCOC(=O)C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,3375-31-3,[Pd(OAc)2],CC(=O)[O-].CC(=O)[O-].[Pd+2],0.02,1810068-30-4,CPhos-Hybrid,0.04,109-60-4,n-propyl acetate,CCCOC(=O)C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,1.2,6674-22-2,DBU,C1CCC2=NCCCN2CC1,1.2,51364-51-3,[Pd2(dba)3],C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.02,897665-73-5,(1-Ad)3P,0.04,109-60-4,n-propyl acetate,CCCOC(=O)C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,127-08-02,KOAC,CC(=O)[O-].[K+],2.4,,none,,,51364-51-3,[Pd2(dba)3],C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.02,1810068-31-5,RuPhos-Hybrid,0.04,109-60-4,n-propyl acetate,CCCOC(=O)C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,127-08-02,KOAc,CC(=O)[O-].[K+],1.2,6674-22-2,DBU,C1CCC2=NCCCN2CC1,1.2,3375-31-3,[Pd(OAc)2],CC(=O)[O-].CC(=O)[O-].[Pd+2],0.02,2097604-70-9,Tyrannophos,0.04,109-60-4,n-propyl acetate,CCCOC(=O)C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,19455-23-3 ,KOPivalate,CC(C)(C)C(=O)[O-].[K+],2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,1185899-00-6,p-DavePhos,0.04,109-60-4,n-propyl acetate,CCCOC(=O)C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,19455-23-3 ,KOPivalate,CC(C)(C)C(=O)[O-].[K+],2.4,,none,,,3375-31-3,[Pd(OAc)2],CC(=O)[O-].CC(=O)[O-].[Pd+2],0.02,603-35-0,PPh3,0.04,109-60-4,n-propyl acetate,CCCOC(=O)C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,127-09-3,NaOAc,CC(=O)[O-].[Na+],2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,1242759-01-8,PPh2-Andolephos,0.04,109-60-4,n-propyl acetate,CCCOC(=O)C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,6674-22-2,DBU,C1CCC2=NCCCN2CC1,2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,1308652-64-3,PhenCar-Phos,0.04,95-47-6,o-xylene,CC1=CC=CC=C1C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,1.2,127-08-02,KOAc,CC(=O)[O-].[K+],1.2,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,6002-34-2,PtBuPh2,0.04,95-47-6,o-xylene,CC1=CC=CC=C1C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,80-70-6,Tetramethylguanidine,CN(C)C(=N)N(C)C,2.4,,none,,,3375-31-3,[Pd(OAc)2],CC(=O)[O-].CC(=O)[O-].[Pd+2],0.02,2622-14-2,P(Cy)3,0.04,95-47-6,o-xylene,CC1=CC=CC=C1C,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7087-68-5,diisopropylethyl amine,CCN(C(C)C)C(C)C,2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,947402-57-5,NPCy2-Phendolephos,0.04,107-12-0,propionitrile,CCC#N,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,3375-31-3,[Pd(OAc)2],CC(=O)[O-].CC(=O)[O-].[Pd+2],0.02,1810068-31-5,RuPhos-Hybrid,0.04,107-12-0,propionitrile,CCC#N,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,3375-31-3,[Pd(OAc)2],CC(=O)[O-].CC(=O)[O-].[Pd+2],0.02,1355318-22-7,VincePhos,0.04,107-12-0,propionitrile,CCC#N,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,1.2,6674-22-2,DBU,C1CCC2=NCCCN2CC1,1.2,51364-51-3,[Pd2(dba)3],C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.02,1810068-30-4,CPhos-Hybrid,0.04,107-12-0,propionitrile,CCC#N,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,1.2,6674-22-2,DBU,C1CCC2=NCCCN2CC1,1.2,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,2097604-70-9,Tyrannophos,0.04,107-12-0,propionitrile,CCC#N,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,19455-23-3 ,KOPivalate,CC(C)(C)C(=O)[O-].[K+],2.4,,none,,,3375-31-3,[Pd(OAc)2],CC(=O)[O-].CC(=O)[O-].[Pd+2],0.02,213697-53-1,DavePhos,0.04,107-12-0,propionitrile,CCC#N,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,19455-23-3 ,KOPivalate,CC(C)(C)C(=O)[O-].[K+],2.4,,none,,,51364-51-3,[Pd2(dba)3],C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.02,175136-62-6,"P(3,5-CF3-Ph)3",0.04,107-12-0,propionitrile,CCC#N,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,127-09-3,NaOAc,CC(=O)[O-].[Na+],2.4,,none,,,3375-31-3,[Pd(OAc)2],CC(=O)[O-].CC(=O)[O-].[Pd+2],0.02,395116-70-8,cataCXium ABn,0.04,107-12-0,propionitrile,CCC#N,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,127-09-3,NaOAc,CC(=O)[O-].[Na+],2.4,,none,,,3375-31-3,[Pd(OAc)2],CC(=O)[O-].CC(=O)[O-].[Pd+2],0.02,,Mor-Dalphos,0.04,107-12-0,propionitrile,CCC#N,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,6674-22-2,DBU,C1CCC2=NCCCN2CC1,2.4,,none,,,51364-51-3,[Pd2(dba)3],C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.02,1308652-65-4,iPr-PhenCarPhos,0.04,109-99-9,tetrahydrofuran,C1CCOC1,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7087-68-5,diisopropylethyl amine,CCN(C(C)C)C(C)C,2.4,,none,,,51364-51-3,[Pd2(dba)3],C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.02,6372-42-5,CyPPh2,0.04,109-99-9,tetrahydrofuran,C1CCOC1,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7087-68-5,diisopropylethyl amine,CCN(C(C)C)C(C)C,2.4,,none,,,3375-31-3,[Pd(OAc)2],CC(=O)[O-].CC(=O)[O-].[Pd+2],0.02,947402-57-5,NPCy2-Phendolephos,0.04,109-99-9,tetrahydrofuran,C1CCOC1,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,1.2,6674-22-2,DBU,C1CCC2=NCCCN2CC1,1.2,51364-51-3,[Pd2(dba)3],C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.02,947402-57-5,NPCy2-Phendolephos,0.04,109-99-9,tetrahydrofuran,C1CCOC1,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,127-08-02,KOAC,CC(=O)[O-].[K+],2.4,,none,,,51364-51-3,[Pd2(dba)3],C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.02,1025096-61-0,Metamorphos,0.04,109-99-9,tetrahydrofuran,C1CCOC1,1,0.000,0.000
1,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,127-08-02,KOAC,CC(=O)[O-].[K+],2.4,,none,,,3375-31-3,[Pd(OAc)2],CC(=O)[O-].CC(=O)[O-].[Pd+2],0.02,947402-60-0,NPCy2-Andolephos,0.04,109-99-9,tetrahydrofuran,C1CCOC1,1,0.000,0.000
2,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,564483-19-8,tBuXPhos,0.04,100-66-3,anisole,COC1=CC=CC=C1,1,0.968,1.000
2,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,819867-21-5,tBuSPhos,0.04,100-66-3,anisole,COC1=CC=CC=C1,1,0.957,1.000
2,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,564483-19-8,tBuXPhos,0.04,108-88-3,toluene,CC1=CC=CC=C1,1,0.916,0.967
2,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,255836-67-0,TrixiePhos,0.04,109-99-9,tetrahydrofuran,C1CCOC1,1,0.853,0.866
2,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,1160861-53-9,tBuBrettPhos,0.04,100-66-3,anisole,COC1=CC=CC=C1,1,0.772,0.886
2,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,255836-67-0,TrixiePhos,0.04,75-85-4,2-methyl-2-butanol,CCC(C)(C)O,1,0.737,0.968
2,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,255836-67-0,TrixiePhos,0.04,123-92-2,isoamyl acetate,CC(C)CCOC(=O)C,1,0.702,1.000
2,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,1053658-91-5,cataCXium POMetB,0.04,100-66-3,anisole,COC1=CC=CC=C1,1,0.695,0.873
2,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,255836-67-0,TrixiePhos,0.04,110-19-0,isobutyl acetate,CC(C)COC(=O)C,1,0.648,0.926
2,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,894086-00-1,BippyPhos,0.04,100-66-3,anisole,COC1=CC=CC=C1,1,0.637,0.935
2,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,51364-51-3,[Pd2(dba)3],C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.02,564483-19-8,tBuXPhos,0.04,108-88-3,toluene,CC1=CC=CC=C1,1,0.570,0.825
2,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,255836-67-0,TrixiePhos,0.04,100-66-3,anisole,COC1=CC=CC=C1,1,0.543,0.856
2,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,819867-21-5,tBuSPhos,0.04,106-42-3,p-xylene,CC1=CC=C(C=C1)C,1,0.541,0.922
2,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,819867-21-5,tBuSPhos,0.04,108-88-3,toluene,CC1=CC=CC=C1,1,0.498,0.925
2,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,51364-51-3,[Pd2(dba)3],C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.02,564483-19-8,tBuXPhos,0.04,106-42-3,p-xylene,CC1=CC=C(C=C1)C,1,0.475,0.856
2,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,255836-67-0,TrixiePhos,0.04,107-12-0,propionitrile,CCC#N,1,0.474,0.778
2,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,819867-21-5,tBuSPhos,0.04,95-47-6,o-xylene,CC1=CC=CC=C1C,1,0.461,0.844
2,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,672937-61-0,cataCXium PtB,0.04,100-66-3,anisole,COC1=CC=CC=C1,1,0.429,0.799
2,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,51364-51-3,[Pd2(dba)3],C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.02,564483-19-8,tBuXPhos,0.04,95-47-6,o-xylene,CC1=CC=CC=C1C,1,0.408,0.807
2,70,18,4.55E-05,st_400,0.152,ArCl,1,H2NSO2NRR’,1.1,7778-53-2,K3PO4,[K].OP(O)(O)=O,2.4,,none,,,12012-95-2,[Pd(allyl)Cl]2,[CH2-]C=C.[CH2-]C=C.Cl[Pd+].Cl[Pd+],0.02,857356-94-6,Me4tBuXPhos,0.04,100-66-3,anisole,COC1=CC=CC=C1,1,0.402,0.681
